country,country_code,region,income_group,year,life_expectancy
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2014,73.50002439
Algeria,DZA,Middle East & North Africa,Upper middle income,2014,74.80809756
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2014,75.87248781
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2014,71.12170732
Eritrea,ERI,Sub-Saharan Africa,Low income,2014,63.66302439
Spain,ESP,Europe & Central Asia,High income,2014,83.22926829
Estonia,EST,Europe & Central Asia,High income,2014,77.03414634
Ethiopia,ETH,Sub-Saharan Africa,Low income,2014,64.03502439
Finland,FIN,Europe & Central Asia,High income,2014,81.18048781
Fiji,FJI,East Asia & Pacific,Upper middle income,2014,70.08912195
France,FRA,Europe & Central Asia,High income,2014,82.67073171
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2014,69.10107317
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2014,64.38339024
United Kingdom,GBR,Europe & Central Asia,High income,2014,81.30487805
Georgia,GEO,Europe & Central Asia,Lower middle income,2014,74.66863415
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2014,61.31163415
Guinea,GIN,Sub-Saharan Africa,Low income,2014,58.73343902
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2014,60.22843902
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2014,55.16004878
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2014,57.64704878
Greece,GRC,Europe & Central Asia,High income,2014,81.43658537
Grenada,GRD,Latin America & Caribbean,Upper middle income,2014,73.36631707
Guatemala,GTM,Latin America & Caribbean,Lower middle income,2014,71.72241463
Guyana,GUY,Latin America & Caribbean,Upper middle income,2014,66.40641463
Honduras,HND,Latin America & Caribbean,Lower middle income,2014,73.13570732
Croatia,HRV,Europe & Central Asia,Upper middle income,2014,77.47804878
Haiti,HTI,Latin America & Caribbean,Low income,2014,62.74743902
Hungary,HUN,Europe & Central Asia,High income,2014,75.76341463
Indonesia,IDN,East Asia & Pacific,Lower middle income,2014,68.88848781
India,IND,South Asia,Lower middle income,2014,68.01380488
Ireland,IRL,Europe & Central Asia,High income,2014,81.34878049
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,2014,75.38931707
Iraq,IRQ,Middle East & North Africa,Upper middle income,2014,69.39968293
Iceland,ISL,Europe & Central Asia,High income,2014,82.86097561
Israel,ISR,Middle East & North Africa,High income,2014,82.15365854
Italy,ITA,Europe & Central Asia,High income,2014,83.0902439
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2014,75.6535122
Jordan,JOR,Middle East & North Africa,Lower middle income,2014,74.05214634
Japan,JPN,East Asia & Pacific,High income,2014,83.58780488
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2014,71.62
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2014,61.57636585
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2014,70.40243902
Cambodia,KHM,East Asia & Pacific,Lower middle income,2014,68.21229268
Kiribati,KIR,East Asia & Pacific,Lower middle income,2014,65.95168293
Kuwait,KWT,Middle East & North Africa,High income,2014,74.58502439
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2014,66.11736585
Lebanon,LBN,Middle East & North Africa,Upper middle income,2014,79.37309756
Liberia,LBR,Sub-Saharan Africa,Low income,2014,60.83441463
Libya,LBY,Middle East & North Africa,Upper middle income,2014,71.71612195
Sri Lanka,LKA,South Asia,Lower middle income,2014,74.79480488
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2014,49.70058537
Lithuania,LTU,Europe & Central Asia,High income,2014,74.51707317
Luxembourg,LUX,Europe & Central Asia,High income,2014,82.22926829
Latvia,LVA,Europe & Central Asia,High income,2014,74.12439024
Morocco,MAR,Middle East & North Africa,Lower middle income,2014,74.01609756
Monaco,MCO,Europe & Central Asia,High income,2014,
Madagascar,MDG,Sub-Saharan Africa,Low income,2014,65.08560976
Maldives,MDV,South Asia,Upper middle income,2014,76.77282927
Mexico,MEX,Latin America & Caribbean,Upper middle income,2014,76.72185366
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2014,
Mali,MLI,Sub-Saharan Africa,Low income,2014,57.98626829
Malta,MLT,Middle East & North Africa,High income,2014,81.94634146
Myanmar,MMR,East Asia & Pacific,Lower middle income,2014,65.85785366
Montenegro,MNE,Europe & Central Asia,Upper middle income,2014,76.18070732
Mongolia,MNG,East Asia & Pacific,Lower middle income,2014,69.46390244
Mozambique,MOZ,Sub-Saharan Africa,Low income,2014,55.02595122
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2014,63.01658537
Malawi,MWI,Sub-Saharan Africa,Low income,2014,62.72163415
Malaysia,MYS,East Asia & Pacific,Upper middle income,2014,74.71829268
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2014,64.68019512
Niger,NER,Sub-Saharan Africa,Low income,2014,61.45848781
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2014,52.75426829
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2014,74.81014634
Netherlands,NLD,Europe & Central Asia,High income,2014,81.70731707
Norway,NOR,Europe & Central Asia,High income,2014,82.1
Nepal,NPL,South Asia,Low income,2014,69.60468293
Nauru,NRU,East Asia & Pacific,Upper middle income,2014,
New Zealand,NZL,East Asia & Pacific,High income,2014,81.40487805
Oman,OMN,Middle East & North Africa,High income,2014,77.08509756
Pakistan,PAK,South Asia,Lower middle income,2014,66.18336585
Panama,PAN,Latin America & Caribbean,Upper middle income,2014,77.59514634
Peru,PER,Latin America & Caribbean,Upper middle income,2014,74.52553659
Philippines,PHL,East Asia & Pacific,Lower middle income,2014,68.26563415
Palau,PLW,East Asia & Pacific,High income,2014,
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2014,62.60692683
Poland,POL,Europe & Central Asia,High income,2014,77.60243902
Portugal,PRT,Europe & Central Asia,High income,2014,81.12195122
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2014,72.92170732
Qatar,QAT,Middle East & North Africa,High income,2014,78.59680488
Romania,ROU,Europe & Central Asia,Upper middle income,2014,74.96097561
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2014,70.74365854
Rwanda,RWA,Sub-Saharan Africa,Low income,2014,63.96565854
Saudi Arabia,SAU,Middle East & North Africa,High income,2014,74.33721951
Sudan,SDN,Sub-Saharan Africa,Lower middle income,2014,63.45853659
Senegal,SEN,Sub-Saharan Africa,Low income,2014,66.37258537
Singapore,SGP,East Asia & Pacific,High income,2014,82.49512195
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2014,67.93080488
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2014,50.87878049
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2014,72.75456098
San Marino,SMR,Europe & Central Asia,High income,2014,
Somalia,SOM,Sub-Saharan Africa,Low income,2014,55.35480488
Serbia,SRB,Europe & Central Asia,Upper middle income,2014,75.33658537
South Sudan,SSD,Sub-Saharan Africa,Low income,2014,55.68221951
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2014,66.38460976
Suriname,SUR,Latin America & Caribbean,Upper middle income,2014,71.15143902
Slovenia,SVN,Europe & Central Asia,High income,2014,81.07804878
Sweden,SWE,Europe & Central Asia,High income,2014,82.25365854
Swaziland,SWZ,Sub-Saharan Africa,Lower middle income,2014,48.93473171
Seychelles,SYC,Sub-Saharan Africa,High income,2014,73.22926829
Syrian Arab Republic,SYR,Middle East & North Africa,Lower middle income,2014,70.07102439
Chad,TCD,Sub-Saharan Africa,Low income,2014,51.55580488
Togo,TGO,Sub-Saharan Africa,Low income,2014,59.65580488
Thailand,THA,East Asia & Pacific,Upper middle income,2014,74.42202439
Tajikistan,TJK,Europe & Central Asia,Lower middle income,2014,69.59797561
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2014,65.59853659
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2014,68.25914634
Tonga,TON,East Asia & Pacific,Upper middle income,2014,72.79219512
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2014,70.44056098
Tunisia,TUN,Middle East & North Africa,Lower middle income,2014,74.83534146
Turkey,TUR,Europe & Central Asia,Upper middle income,2014,75.1635122
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2014,
Uganda,UGA,Sub-Saharan Africa,Low income,2014,58.46641463
Ukraine,UKR,Europe & Central Asia,Lower middle income,2014,71.18658537
United States,USA,North America,High income,2014,78.74146342
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2014,68.33902439
"Venezuela, RB",VEN,Latin America & Caribbean,Upper middle income,2014,74.23619512
Vietnam,VNM,East Asia & Pacific,Lower middle income,2014,75.62912195
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2014,71.91831707
Samoa,WSM,East Asia & Pacific,Upper middle income,2014,73.51182927
"Yemen, Rep.",YEM,Middle East & North Africa,Lower middle income,2014,63.81819512
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2014,57.18212195
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2014,60.04704878
Zimbabwe,ZWE,Sub-Saharan Africa,Low income,2014,57.49831707
Afghanistan,AFG,South Asia,Low income,2015,60.71717073
Angola,AGO,Sub-Saharan Africa,Lower middle income,2015,52.66609756
Albania,ALB,Europe & Central Asia,Upper middle income,2015,78.01446342
United Arab Emirates,ARE,Middle East & North Africa,High income,2015,77.5412439
Argentina,ARG,Latin America & Caribbean,Upper middle income,2015,76.33421951
Armenia,ARM,Europe & Central Asia,Lower middle income,2015,74.79712195
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2015,76.10021951
Australia,AUS,East Asia & Pacific,High income,2015,82.45121951
Austria,AUT,Europe & Central Asia,High income,2015,81.84390244
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2015,70.84878049
Burundi,BDI,Sub-Saharan Africa,Low income,2015,57.10704878
Belgium,BEL,Europe & Central Asia,High income,2015,81.28780488
Benin,BEN,Sub-Saharan Africa,Low income,2015,59.72070732
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2015,58.93129268
Bangladesh,BGD,South Asia,Lower middle income,2015,72.00119512
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2015,74.46585366
Bahrain,BHR,Middle East & North Africa,High income,2015,76.81909756
"Bahamas, The",BHS,Latin America & Caribbean,High income,2015,75.39682927
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2015,76.58858537
Belarus,BLR,Europe & Central Asia,Upper middle income,2015,73.62439024
Belize,BLZ,Latin America & Caribbean,Upper middle income,2015,70.19236585
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2015,68.73960976
Brazil,BRA,Latin America & Caribbean,Upper middle income,2015,74.67587805
Barbados,BRB,Latin America & Caribbean,High income,2015,75.65843902
Brunei Darussalam,BRN,East Asia & Pacific,High income,2015,79.04082927
Bhutan,BTN,South Asia,Lower middle income,2015,69.83285366
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2015,64.48741463
Central African Republic,CAF,Sub-Saharan Africa,Low income,2015,51.41912195
Canada,CAN,North America,High income,2015,82.13763415
Switzerland,CHE,Europe & Central Asia,High income,2015,83.19756098
Chile,CHL,Latin America & Caribbean,High income,2015,81.78756098
China,CHN,East Asia & Pacific,Upper middle income,2015,75.98634146
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2015,55.93439024
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2015,59.02390244
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2015,62.86765854
Colombia,COL,Latin America & Caribbean,Upper middle income,2015,74.18202439
Comoros,COM,Sub-Saharan Africa,Low income,2015,63.55402439
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2015,73.35563415
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2015,79.58646342
Cuba,CUB,Latin America & Caribbean,Upper middle income,2015,79.54641463
Cyprus,CYP,Europe & Central Asia,High income,2015,80.30709756
Czech Republic,CZE,Europe & Central Asia,High income,2015,79.47317073
Germany,DEU,Europe & Central Asia,High income,2015,81.0902439
Djibouti,DJI,Middle East & North Africa,Lower middle income,2015,62.28565854
Dominica,DMA,Latin America & Caribbean,Upper middle income,2015,
Denmark,DNK,Europe & Central Asia,High income,2015,81.1
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2015,73.67668293
Algeria,DZA,Middle East & North Africa,Upper middle income,2015,75.04253659
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2015,76.10292683
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2015,71.31695122
Eritrea,ERI,Sub-Saharan Africa,Low income,2015,64.10090244
Spain,ESP,Europe & Central Asia,High income,2015,83.38048781
Estonia,EST,Europe & Central Asia,High income,2015,77.13170732
Ethiopia,ETH,Sub-Saharan Africa,Low income,2015,64.57804878
Finland,FIN,Europe & Central Asia,High income,2015,81.38536585
Fiji,FJI,East Asia & Pacific,Upper middle income,2015,70.25626829
France,FRA,Europe & Central Asia,High income,2015,82.67073171
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2015,69.2342439
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2015,64.89034146
United Kingdom,GBR,Europe & Central Asia,High income,2015,81.60487805
Georgia,GEO,Europe & Central Asia,Lower middle income,2015,74.81741463
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2015,61.49173171
Guinea,GIN,Sub-Saharan Africa,Low income,2015,59.19343902
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2015,60.46768293
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2015,55.46731707
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2015,57.96341463
Greece,GRC,Europe & Central Asia,High income,2015,81.58780488
Grenada,GRD,Latin America & Caribbean,Upper middle income,2015,73.523
Guatemala,GTM,Latin America & Caribbean,Lower middle income,2015,71.95648781
Guyana,GUY,Latin America & Caribbean,Upper middle income,2015,66.5075122
Honduras,HND,Latin America & Caribbean,Lower middle income,2015,73.33312195
Croatia,HRV,Europe & Central Asia,Upper middle income,2015,77.27560976
Haiti,HTI,Latin America & Caribbean,Low income,2015,63.0737561
Hungary,HUN,Europe & Central Asia,High income,2015,75.96097561
Indonesia,IDN,East Asia & Pacific,Lower middle income,2015,69.07168293
India,IND,South Asia,Lower middle income,2015,68.34856098
Ireland,IRL,Europe & Central Asia,High income,2015,81.50243902
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,2015,75.59134146
Iraq,IRQ,Middle East & North Africa,Upper middle income,2015,69.59026829
Iceland,ISL,Europe & Central Asia,High income,2015,82.86097561
Israel,ISR,Middle East & North Africa,High income,2015,82.05121951
Italy,ITA,Europe & Central Asia,High income,2015,83.4902439
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2015,75.79817073
Jordan,JOR,Middle East & North Africa,Lower middle income,2015,74.20334146
Japan,JPN,East Asia & Pacific,High income,2015,83.84365854
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2015,72
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2015,62.13373171
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2015,70.65121951
Cambodia,KHM,East Asia & Pacific,Lower middle income,2015,68.65614634
Kiribati,KIR,East Asia & Pacific,Lower middle income,2015,66.14785366
Kuwait,KWT,Middle East & North Africa,High income,2015,74.69790244
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2015,66.53987805
Lebanon,LBN,Middle East & North Africa,Upper middle income,2015,79.62860976
Liberia,LBR,Sub-Saharan Africa,Low income,2015,61.16095122
Libya,LBY,Middle East & North Africa,Upper middle income,2015,71.82631707
Sri Lanka,LKA,South Asia,Lower middle income,2015,74.95319512
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2015,49.96121951
Lithuania,LTU,Europe & Central Asia,High income,2015,75.1195122
Luxembourg,LUX,Europe & Central Asia,High income,2015,82.22926829
Latvia,LVA,Europe & Central Asia,High income,2015,74.12439024
Morocco,MAR,Middle East & North Africa,Lower middle income,2015,74.28931707
Monaco,MCO,Europe & Central Asia,High income,2015,
Madagascar,MDG,Sub-Saharan Africa,Low income,2015,65.48278049
Maldives,MDV,South Asia,Upper middle income,2015,76.979
Mexico,MEX,Latin America & Caribbean,Upper middle income,2015,76.92068293
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2015,
Mali,MLI,Sub-Saharan Africa,Low income,2015,58.45721951
Malta,MLT,Middle East & North Africa,High income,2015,81.94634146
Myanmar,MMR,East Asia & Pacific,Lower middle income,2015,66.04207317
Montenegro,MNE,Europe & Central Asia,Upper middle income,2015,76.33770732
Mongolia,MNG,East Asia & Pacific,Lower middle income,2015,69.82126829
Mozambique,MOZ,Sub-Saharan Africa,Low income,2015,55.3712439
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2015,63.20282927
Malawi,MWI,Sub-Saharan Africa,Low income,2015,63.79685366
Malaysia,MYS,East Asia & Pacific,Upper middle income,2015,74.87517073
